,Test,Die,VDD (V),,,,Id1 (mA),Id2 ( mA),Freq (GHz),Pin (dBm),,Pin (dBm),,Pout (dBm),Gain (dB),,,,,,,,,,,
694255,POW1,AH62,4,#,#,#,34.07,88.9,6,1,#,1.141812,#,17.078,16.078,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH62,4,#,#,#,39.36,90.27,9,1,#,1.017375,#,17.455,16.455,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH62,4,#,#,#,38.08,104.03,12,1,#,0.983125,#,17.741,16.741,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH62,4,#,#,#,37.52,102.54,15,1,#,0.967375,#,18.318,17.318,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH62,4,#,#,#,37.37,96.91,18,1,#,1.0125,#,18.59,17.59,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH62,4,#,#,#,32.77,88.07,6,2,#,2.155812,#,17.214,15.214,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH62,4,#,#,#,39.97,88.94,9,2,#,2.028375,#,17.547,15.547,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH62,4,#,#,#,38.48,106.36,12,2,#,1.998125,#,17.822,15.822,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH62,4,#,#,#,37.69,106.27,15,2,#,1.979375,#,18.493,16.493,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH62,4,#,#,#,37.42,100.2,18,2,#,2.0335,#,18.871,16.871,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.35,83.1,6,-13,#,-13.02119,#,10,23,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.29,82.15,9,-13,#,-12.96663,#,8.984,21.984,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.23,81.98,12,-13,#,-13.01487,#,9.214,22.214,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.13,81.81,15,-13,#,-13.02763,#,9.446,22.446,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.12,81.18,18,-13,#,-13.0125,#,7.7,20.7,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.46,83.84,6,-12,#,-12.00919,#,10.966,22.966,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.28,82.66,9,-12,#,-11.96262,#,9.965,21.965,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.21,82.34,12,-12,#,-11.95787,#,10.24,22.24,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.12,82.07,15,-12,#,-12.01262,#,10.436,22.436,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.11,81.34,18,-12,#,-12.0015,#,8.679,20.679,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.52,84.73,6,-11,#,-11.01219,#,11.914,22.914,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.29,83.21,9,-11,#,-10.96862,#,10.925,21.925,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.19,82.75,12,-11,#,-10.98387,#,11.171,22.171,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.11,82.4,15,-11,#,-11.04362,#,11.363,22.363,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.12,81.56,18,-11,#,-10.9945,#,9.671,20.671,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.64,85.75,6,-10,#,-10.04319,#,12.815,22.815,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.34,83.84,9,-10,#,-10.03363,#,11.807,21.807,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.21,83.26,12,-10,#,-10.03087,#,12.056,22.056,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.14,82.85,15,-10,#,-10.05262,#,12.288,22.288,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.1,81.8,18,-10,#,-9.9985,#,10.646,20.646,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.74,87.1,6,-9,#,-9.038188,#,13.719,22.719,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.36,84.65,9,-9,#,-9.030625,#,12.751,21.751,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.21,83.92,12,-9,#,-9.027875,#,12.984,21.984,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.12,83.41,15,-9,#,-9.040625,#,13.221,22.221,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.12,82.1,18,-9,#,-8.9985,#,11.618,20.618,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.93,88.68,6,-8,#,-8.040188,#,14.57,22.57,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.43,85.64,9,-8,#,-8.042625,#,13.649,21.649,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.25,84.68,12,-8,#,-8.038875,#,13.86,21.86,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.14,84.06,15,-8,#,-8.040625,#,14.108,22.108,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.14,82.53,18,-8,#,-8.0045,#,12.565,20.565,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.04,90.39,6,-7,#,-7.043188,#,15.292,22.292,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.49,86.83,9,-7,#,-7.046625,#,14.509,21.509,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.25,85.67,12,-7,#,-7.051875,#,14.688,21.688,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.17,84.84,15,-7,#,-7.056625,#,14.938,21.938,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.13,82.99,18,-7,#,-7.0265,#,13.486,20.486,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.22,92.06,6,-6,#,-6.039188,#,15.872,21.872,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.6,88.18,9,-6,#,-6.046625,#,15.3,21.3,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.31,86.99,12,-6,#,-6.050875,#,15.451,21.451,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.2,85.87,15,-6,#,-6.050625,#,15.722,21.722,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.15,83.6,18,-6,#,-6.0205,#,14.411,20.411,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.38,93.32,6,-5,#,-5.049188,#,16.273,21.273,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.69,89.63,9,-5,#,-5.056625,#,15.935,20.935,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.32,88.66,12,-5,#,-5.078875,#,16.058,21.058,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.21,87.24,15,-5,#,-5.059625,#,16.365,21.365,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.15,84.43,18,-5,#,-5.0275,#,15.283,20.283,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.44,94.24,6,-4,#,-4.040188,#,16.498,20.498,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.87,91.14,9,-4,#,-4.062625,#,16.417,20.417,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.4,90.91,12,-4,#,-4.065875,#,16.57,20.57,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.25,89.01,15,-4,#,-4.069625,#,16.876,20.876,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.2,85.63,18,-4,#,-4.0265,#,16.102,20.102,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.11,94.71,6,-3,#,-3.013188,#,16.585,19.585,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.04,92.35,9,-3,#,-3.040625,#,16.758,19.758,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.45,93.46,12,-3,#,-3.040875,#,16.971,19.971,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.26,91.11,15,-3,#,-3.061625,#,17.292,20.292,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.24,87.21,18,-3,#,-3.0385,#,16.789,19.789,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.48,94.41,6,-2,#,-1.988188,#,16.651,18.651,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.24,92.87,9,-2,#,-2.026625,#,17.009,19.009,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.55,96.28,12,-2,#,-2.035875,#,17.295,19.295,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.32,93.44,15,-2,#,-2.049625,#,17.627,19.627,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.26,89.19,18,-2,#,-2.0155,#,17.38,19.38,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,37.53,93,6,-1,#,-0.959188,#,16.78,17.78,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.56,92.77,9,-1,#,-1.026625,#,17.204,18.204,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.7,99.04,12,-1,#,-1.039875,#,17.539,18.539,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.35,96.04,15,-1,#,-1.050625,#,17.899,18.899,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.3,91.3,18,-1,#,-1.0135,#,17.872,18.872,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,36.31,91.02,6,0,#,0.118812,#,16.947,16.947,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.92,91.98,9,0,#,-0.009625,#,17.36,17.36,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.89,101.68,12,0,#,-0.032875,#,17.697,17.697,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.48,99.04,15,0,#,-0.051625,#,18.131,18.131,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.36,93.74,18,0,#,-0.0095,#,18.276,18.276,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,35.02,89.78,6,1,#,1.157812,#,17.103,16.103,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,40.42,90.64,9,1,#,1.017375,#,17.492,16.492,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.13,104.19,12,1,#,0.992125,#,17.802,16.802,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.62,102.49,15,1,#,0.963375,#,18.331,17.331,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.42,96.67,18,1,#,1.0115,#,18.611,17.611,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,33.63,88.86,6,2,#,2.169812,#,17.246,15.246,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,40.97,89.28,9,2,#,2.028375,#,17.589,15.589,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,39.47,106.51,12,2,#,2.003125,#,17.886,15.886,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.78,106.18,15,2,#,1.975375,#,18.509,16.509,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH63,4,#,#,#,38.5,99.91,18,2,#,2.0345,#,18.886,16.886,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.72,97.26,6,-13,#,-12.99919,#,9.696,22.696,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.63,96.09,9,-13,#,-12.96862,#,8.636,21.636,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.54,95.93,12,-13,#,-13.02487,#,8.895,21.895,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.48,95.82,15,-13,#,-13.05762,#,9.485,22.485,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.41,95.14,18,-13,#,-13.0195,#,8.019,21.019,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.79,98.11,6,-12,#,-11.98619,#,10.674,22.674,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.62,96.67,9,-12,#,-11.96462,#,9.625,21.625,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.55,96.34,12,-12,#,-11.96587,#,9.932,21.932,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.47,96.17,15,-12,#,-12.04462,#,10.485,22.485,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.42,95.34,18,-12,#,-11.9935,#,9.022,21.022,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.91,99.08,6,-11,#,-10.99119,#,11.626,22.626,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.64,97.33,9,-11,#,-10.97062,#,10.601,21.601,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.56,96.78,12,-11,#,-10.98087,#,10.891,21.891,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.46,96.57,15,-11,#,-11.05562,#,11.435,22.435,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.45,95.59,18,-11,#,-10.9875,#,10.006,21.006,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.97,100.33,6,-10,#,-10.01819,#,12.541,22.541,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.65,98.02,9,-10,#,-10.03063,#,11.498,21.498,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.51,97.33,12,-10,#,-10.02987,#,11.794,21.794,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.48,97.09,15,-10,#,-10.06563,#,12.375,22.375,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.43,95.9,18,-10,#,-9.9895,#,10.992,20.992,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.11,101.88,6,-9,#,-9.011188,#,13.456,22.456,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.71,99.01,9,-9,#,-9.028625,#,12.454,21.454,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.53,98.01,12,-9,#,-9.026875,#,12.746,21.746,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.44,97.72,15,-9,#,-9.051625,#,13.326,22.326,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.46,96.3,18,-9,#,-8.9905,#,11.963,20.963,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.23,103.8,6,-8,#,-8.015188,#,14.3,22.3,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.73,100.21,9,-8,#,-8.042625,#,13.369,21.369,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.57,98.9,12,-8,#,-8.037875,#,13.656,21.656,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.46,98.47,15,-8,#,-8.053625,#,14.24,22.24,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.44,96.75,18,-8,#,-7.9965,#,12.915,20.915,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.4,105.83,6,-7,#,-7.017188,#,15.005,22.005,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.82,101.69,9,-7,#,-7.045625,#,14.256,21.256,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.6,99.88,12,-7,#,-7.051875,#,14.534,21.534,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.5,99.33,15,-7,#,-7.068625,#,15.107,22.107,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.47,97.34,18,-7,#,-7.0185,#,13.849,20.849,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.54,107.73,6,-6,#,-6.013188,#,15.507,21.507,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.92,103.38,9,-6,#,-6.045625,#,15.076,21.076,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.57,101.09,12,-6,#,-6.050875,#,15.379,21.379,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.5,100.24,15,-6,#,-6.064625,#,15.918,21.918,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.45,97.96,18,-6,#,-6.0125,#,14.781,20.781,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.52,109.28,6,-5,#,-5.019188,#,15.745,20.745,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.01,105.13,9,-5,#,-5.056625,#,15.742,20.742,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.61,102.46,12,-5,#,-5.079875,#,16.087,21.087,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.51,101.18,15,-5,#,-5.072625,#,16.609,21.609,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.52,98.79,18,-5,#,-5.0215,#,15.68,20.68,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.25,110.67,6,-4,#,-4.004188,#,15.769,19.769,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.15,106.67,9,-4,#,-4.062625,#,16.26,20.26,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.68,104.08,12,-4,#,-4.065875,#,16.683,20.683,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.53,102.42,15,-4,#,-4.080625,#,17.166,21.166,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.53,99.67,18,-4,#,-4.0195,#,16.504,20.504,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.63,111.79,6,-3,#,-2.966188,#,15.739,18.739,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.29,107.49,9,-3,#,-3.036625,#,16.642,19.642,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.73,106.2,12,-3,#,-3.042875,#,17.119,20.119,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.56,104.17,15,-3,#,-3.072625,#,17.597,20.597,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.53,100.84,18,-3,#,-3.0315,#,17.189,20.189,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,42.72,112.51,6,-2,#,-1.941188,#,15.829,17.829,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.54,107.7,9,-2,#,-2.034625,#,16.94,18.94,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.84,108.71,12,-2,#,-2.038875,#,17.425,19.425,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.62,106.36,15,-2,#,-2.058625,#,17.94,19.94,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.59,102.41,18,-2,#,-2.0125,#,17.758,19.758,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,41.65,112.65,6,-1,#,-0.908188,#,16.088,17.088,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.78,107.41,9,-1,#,-1.027625,#,17.154,18.154,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.95,111.16,12,-1,#,-1.045875,#,17.634,18.634,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.67,108.86,15,-1,#,-1.054625,#,18.224,19.224,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.64,104.28,18,-1,#,-1.0065,#,18.227,19.227,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,40.36,111.96,6,0,#,0.167812,#,16.454,16.454,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,45.14,106.68,9,0,#,-0.008625,#,17.332,17.332,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.08,113.43,12,0,#,-0.040875,#,17.788,17.788,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.74,111.72,15,0,#,-0.054625,#,18.459,18.459,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.65,106.3,18,0,#,-0.0035,#,18.617,18.617,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,38.92,109.88,6,1,#,1.202812,#,16.838,15.838,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,45.49,105.39,9,1,#,1.014375,#,17.475,16.475,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.32,115.59,12,1,#,0.983125,#,17.907,16.907,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.83,115.02,15,1,#,0.958375,#,18.647,17.647,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.73,108.72,18,1,#,1.0115,#,18.936,17.936,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,37.31,106.91,6,2,#,2.214812,#,17.112,15.112,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,45.75,103.38,9,2,#,2.021375,#,17.586,15.586,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,44.58,117.58,12,2,#,1.993125,#,18.013,16.013,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.96,118.41,15,2,#,1.965375,#,18.789,16.789,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH8,4,#,#,#,43.8,111.54,18,2,#,2.0365,#,19.185,17.185,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,43.04,95.35,6,-13,#,-13.00719,#,9.694,22.694,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,43,94.31,9,-13,#,-12.96962,#,8.646,21.646,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.91,94.19,12,-13,#,-13.01287,#,8.97,21.97,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.8,94.09,15,-13,#,-13.03562,#,9.5,22.5,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.78,93.39,18,-13,#,-13.0205,#,7.811,20.811,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,43.16,96.12,6,-12,#,-11.99419,#,10.67,22.67,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.97,94.83,9,-12,#,-11.96562,#,9.638,21.638,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.88,94.55,12,-12,#,-11.95588,#,10.001,22.001,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.8,94.4,15,-12,#,-12.01962,#,10.503,22.503,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.79,93.57,18,-12,#,-11.9925,#,8.817,20.817,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,43.25,97.03,6,-11,#,-10.99919,#,11.629,22.629,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,43,95.42,9,-11,#,-10.97162,#,10.611,21.611,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.85,94.99,12,-11,#,-10.97888,#,10.953,21.953,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.8,94.8,15,-11,#,-11.04062,#,11.451,22.451,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.77,93.8,18,-11,#,-10.9875,#,9.808,20.808,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,43.32,98.18,6,-10,#,-10.02419,#,12.548,22.548,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,43.01,96.09,9,-10,#,-10.02662,#,11.512,21.512,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.88,95.49,12,-10,#,-10.02787,#,11.853,21.853,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.79,95.3,15,-10,#,-10.04962,#,12.382,22.382,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.8,94.1,18,-10,#,-9.9915,#,10.79,20.79,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,43.49,99.62,6,-9,#,-9.019188,#,13.462,22.462,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,43.03,97,9,-9,#,-9.024625,#,12.47,21.47,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.89,96.19,12,-9,#,-9.024875,#,12.802,21.802,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AH9,4,#,#,#,42.8,95.88,15,-9,#,-9.036625,#,13.332,22.332,#,#,#,#,#,#,#,#,#,#,#
